"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Meh]], [[I've]] [[experienced]] [[better]] is an understatement.\[[n]]\[[nFriday's]] is [[like]] the \""""fine [[dining]] chain\"""" for [[every]] yinzer in [[Pittsburgh]]...\[[n]]\[[n1]].  When we were seated, it was [[quick]] which was a [[surprise]].  Somehow this restaurant [[gets]] packed and [[I]] [[never]] [[understand]] why.  I was happy about that.\n2.  [[I]] ordered one of their \""""[[skinny]] margaritas\"""", [[blackberry]] to be exact.  [[It]] was a [[nice]] [[size]], [[however]], at $6.00/[[pop]], that was [[half]] of my [[food]] [[bill]].\n3.  The waitress [[started]] off [[attentive]], but after our [[food]] [[came]] out she was [[gone]].  [[I]] [[ordered]] a [[turkey]] burger with [[pickle]] and [[mustard]].  Loaded [[mashed]] potato on the side because [[I]] [[wanted]] [[heartburn]] ha!\[[n4]].  [[Food]] came.  My [[burger]] had [[lettuce]] on it only.  [[Waitress]] was [[supposed]] to go and [[get]] our [[next]] [[round]] of [[drinks]].  [[I]] had to [[wait]] to [[ask]] for my [[pickle]].\[[n5]].  [[The]] [[loaded]] [[potatoes]] were more [[like]] [[rubber]] than potatoes and not what [[I]] was [[expecting]].  Disappointment.\[[n6]].  [[The]] waitress then went into oblivion and only [[returned]] with our [[check]].  \n\[[nNever]] again will I eat at [[Friday's]].  [[I]] will, [[however]], [[go]] should a happy [[hour]] arise...","[[Ehh]], [[Iv'e]] [[experienceԁ]] [[brighter]] is an understatement.\[[ո]]\[[nFriday'ѕ]] is [[lіke]] the \""""fine [[dinner]] chain\"""" for [[everything]] yinzer in [[Cincinnati]]...\[[percent]]\[[ո1]].  When we were seated, it was [[speedy]] which was a [[surprises]].  Somehow this restaurant [[getѕ]] packed and [[yo]] [[neveⲅ]] [[understands]] why.  I was happy about that.\n2.  [[j]] ordered one of their \""""[[delgado]] margaritas\"""", [[blackberⲅy]] to be exact.  [[I𝚝]] was a [[lovely]] [[sized]], [[howeveⲅ]], at $6.00/[[dad]], that was [[hal𝚏]] of my [[fooԁ]] [[bilⅼ]].\n3.  The waitress [[commence]] off [[attetive]], but after our [[fooԁ]] [[happened]] out she was [[missing]].  [[yo]] [[decreed]] a [[turkic]] burger with [[dill]] and [[mustarԁ]].  Loaded [[taters]] potato on the side because [[yo]] [[wished]] [[hartburn]] ha!\[[nᏎ]].  [[Eating]] came.  My [[whopper]] had [[arugula]] on it only.  [[Wairtess]] was [[presumed]] to go and [[got]] our [[impending]] [[rounԁ]] of [[drinkѕ]].  [[li]] had to [[await]] to [[as𝒌]] for my [[picle]].\[[nƼ]].  [[To]] [[uploaded]] [[potatoeѕ]] were more [[fond]] [[condom]] than potatoes and not what [[li]] was [[awaits]].  Disappointment.\[[ո6]].  [[T]] [[he]] waitress then went into oblivion and only [[returոed]] with our [[verify]].  \n\[[nNeer]] again will I eat at [[Frіday's]].  [[j]] will, [[howеver]], [[goes]] should a happy [[hourly]] arise...",0.00046253204345703125,0.072787344455719,0,0,0,981,"Failed"
"Unos has been around for ever, & I feel like this restaurant chain peak in popularity in the 80's. Honestly the decor inside still kind of looks 80s to me even though its nice with sleek booth and exposed brick.\n\nIf you haven't died and he recently I ordered you to come back and have a meal here again because honestly the food is really quite [[good]]!\n\nThey have the best chicken salad wrap ever! I [[love]] that rap so [[much]] I want agreed to walk the south side River Trail from where the Steelers practice all the way to the damn waterfront just because I knew that I could convince my boyfriend to go to Unos with me for lunch.  Full disclosure:  I made him call is a cab and we took a taxi back to the parking lot after lunch.\n\nListen... The food and pizza and service are very good, surprisingly so! I don't know why this place is not busier but next time you're down at the Waterfront please do consider dining here!","Unos has been around for ever, & I feel like this restaurant chain peak in popularity in the 80's. Honestly the decor inside still kind of looks 80s to me even though its nice with sleek booth and exposed brick.\n\nIf you haven't died and he recently I ordered you to come back and have a meal here again because honestly the food is really quite [[goоd]]!\n\nThey have the best chicken salad wrap ever! I [[loѵe]] that rap so [[mch]] I want agreed to walk the south side River Trail from where the Steelers practice all the way to the damn waterfront just because I knew that I could convince my boyfriend to go to Unos with me for lunch.  Full disclosure:  I made him call is a cab and we took a taxi back to the parking lot after lunch.\n\nListen... The food and pizza and service are very good, surprisingly so! I don't know why this place is not busier but next time you're down at the Waterfront please do consider dining here!",0.0030041933059692383,0.9755644798278809,1,0,1,138,"Successful"
"Stars are for the food only.    2.5 rating\n\nGot there at 8pm on Saturday night, they told us it was an hour wait which was expected, but it only took [[30minutes]] to be seated so that was a bonus.  Started off with the [[lettuce]] wraps and i used to be a fan of these but they just seem to bore me now([[FYI-love]] the lettuce wraps at the cheesecake factory).  I had the Singapore rice noodles.  This was so so as i [[thought]] immediately that lu lu noodles and asian cafe are better.  The fried rice was [[disappointing]] and the vegetables [[tasted]] [[raw]].   [[Some]] good notes were the Dynamite shrimp, plump, juicy, tangy with a small [[kick]].    Sweet and sour chicken was just the same minus the [[kick]]. \n\nThe service was [[annoying]].   We were there less than 45 minutes and it seemed like our waiter was in a rush to get us out of there.   Constantly asking if he could remove my plate.  [[I]] had to sternly say at one point that I will let you know when i am finished.  I found it rude especially since  there wasn't even a line at this point.  \n\nI think we will travel elsewhere following a movie.  The result [[never]] quite met the anticipation.","Stars are for the food only.    2.5 rating\n\nGot there at 8pm on Saturday night, they told us it was an hour wait which was expected, but it only took [[30mintes]] to be seated so that was a bonus.  Started off with the [[cucumbers]] wraps and i used to be a fan of these but they just seem to bore me now([[FYI˗love]] the lettuce wraps at the cheesecake factory).  I had the Singapore rice noodles.  This was so so as i [[though𝚝]] immediately that lu lu noodles and asian cafe are better.  The fried rice was [[disappoin𝚝ing]] and the vegetables [[tasteԁ]] [[ⲅaw]].   [[So]] [[me]] good notes were the Dynamite shrimp, plump, juicy, tangy with a small [[bottom]].    Sweet and sour chicken was just the same minus the [[k]] [[ick]]. \n\nThe service was [[ann]] [[oying]].   We were there less than 45 minutes and it seemed like our waiter was in a rush to get us out of there.   Constantly asking if he could remove my plate.  [[yo]] had to sternly say at one point that I will let you know when i am finished.  I found it rude especially since  there wasn't even a line at this point.  \n\nI think we will travel elsewhere following a movie.  The result [[jamais]] quite met the anticipation.",0.0003514289855957031,0.5162791013717651,0,1,0,304,"Successful"
"Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe [[food]] has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were passed by 6 frowning [[waitstaff]] without getting drinks... for 15 [[minutes]] we were [[left]] suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we left and most [[likely]] will not be [[returning]].","Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe [[fоod]] has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were passed by 6 frowning [[waitstaf𝚏]] without getting drinks... for 15 [[mn]] we were [[leaving]] suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we left and most [[likеly]] will not be [[returոing]].",0.0003069639205932617,0.5535578727722168,0,1,0,148,"Successful"
"[[Good]] quality pork fried dumpling and mongo beef.  Bar service was fast and Efficent.   Good value.  Not a 5 cause dragon eye tea was cold first time around and beef had [[minor]] [[amount]] of fat.   Fortune was even Postive!","[[Alright]] quality pork fried dumpling and mongo beef.  Bar service was fast and Efficent.   Good value.  Not a 5 cause dragon eye tea was cold first time around and beef had [[underage]] [[aomunt]] of fat.   Fortune was even Postive!",0.003895878791809082,0.6691161394119263,1,0,1,68,"Successful"
"[[Very]] [[bad]] purchase experience. I [[bought]] a shirt with a hole [[covered]] in the [[rolled]] up sleeves, but they [[denied]] my [[request]] to [[return]] it. I am so angery at this and will [[never]] [[shop]] their chothes anymore.","[[Hugely]] [[baԁ]] purchase experience. I [[bught]] a shirt with a hole [[coverings]] in the [[rolleԁ]] up sleeves, but they [[denieԁ]] my [[reuest]] to [[returns]] it. I am so angery at this and will [[no]] [[sհop]] their chothes anymore.",0.00028187036514282227,0.4854735732078552,0,0,0,119,"Failed"
"When I think BBB... I think the days of simply bringing your bike in for a quick and relatively inexpensive tune-up and a few fixes are long gone.    \n\nThis review is more for the repair end of BBB. [[In]] their defense BBB does appear to carry some amazing brands of bike (ie Colnago) that you just don't find anywhere else in Pittsburgh. \n\nAt BBB I was [[charged]] $[[250]] for a [[tune]] up and a few other things. Granted this included installing a sew up tire (which I can [[understand]] would cost approx $50), Swapping out a left side (big ring) shifter on my down tube (this should have [[cost]] approx. $20 at most) and installing new bar tape (cost of tape $20 and $20 to install?).. SO WHAT\""""S WITH $140 FOR A TUNE UP? Well the story goes like this:\n\nI bring the bike into BBB [[prior]] to the nice weather hitting [[Pittsburgh]] in hopes of trying what people have said is a great bike shop and getting my OCLV TREK 5900 ready for the season. Turns out [[I]] don't [[hear]] from these guys. A week goes by ...two [[weeks]]...I think that's [[ok]] I have two or three other bike I can turn to for a [[ride]]. Then I wind up [[going]] out of town for a [[week]] thinking for sure I'll get a [[call]] from them re: my bike is ready to roll...but no dice. So [[I]] [[call]]. Turns out a [[screw]] snapped when the [[mechanic]] was re-installing the down tube shifter and it had to be tapped out (is that my fault?). He [[says]] \""""[[Should]] be ready in a few days\"""". So I come in a few days [[later]] to this mammoth [[bill]]. I [[ask]] if I am [[paying]] for the [[labor]] of taping out the screw? [[I]] don't [[think]] I [[ever]] got a straight [[answer]]? I [[look]] at the bill and can't [[see]] a [[good]] breakdown of the [[charges]]. Normally I would \""""duke it over\"""" a bill like this but I figured...I had somewhere I to be 10 minutes ago and at least I finally have my bike. I would expect that for that money my bike could have been stripped down to the frame and totally gone over (overhauled). But it wasn't.  Well BBB I'll give you a star because the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?","When I think BBB... I think the days of simply bringing your bike in for a quick and relatively inexpensive tune-up and a few fixes are long gone.    \n\nThis review is more for the repair end of BBB. [[Onto]] their defense BBB does appear to carry some amazing brands of bike (ie Colnago) that you just don't find anywhere else in Pittsburgh. \n\nAt BBB I was [[chargеd]] $[[20]] for a [[tuning]] up and a few other things. Granted this included installing a sew up tire (which I can [[comprehend]] would cost approx $50), Swapping out a left side (big ring) shifter on my down tube (this should have [[cos𝚝]] approx. $20 at most) and installing new bar tape (cost of tape $20 and $20 to install?).. SO WHAT\""""S WITH $140 FOR A TUNE UP? Well the story goes like this:\n\nI bring the bike into BBB [[before]] to the nice weather hitting [[Cincinnati]] in hopes of trying what people have said is a great bike shop and getting my OCLV TREK 5900 ready for the season. Turns out [[li]] don't [[հear]] from these guys. A week goes by ...two [[weekѕ]]...I think that's [[alrighty]] I have two or three other bike I can turn to for a [[stroll]]. Then I wind up [[gonna]] out of town for a [[weekly]] thinking for sure I'll get a [[calling]] from them re: my bike is ready to roll...but no dice. So [[ich]] [[invitation]]. Turns out a [[bolts]] snapped when the [[machinist]] was re-installing the down tube shifter and it had to be tapped out (is that my fault?). He [[sayѕ]] \""""[[Would]] be ready in a few days\"""". So I come in a few days [[afterward]] to this mammoth [[bilⅼ]]. I [[as𝒌]] if I am [[paуing]] for the [[jobs]] of taping out the screw? [[li]] don't [[thnk]] I [[forever]] got a straight [[respond]]? I [[gaze]] at the bill and can't [[behold]] a [[god]] breakdown of the [[char]] [[ges]]. Normally I would \""""duke it over\"""" a bill like this but I figured...I had somewhere I to be 10 minutes ago and at least I finally have my bike. I would expect that for that money my bike could have been stripped down to the frame and totally gone over (overhauled). But it wasn't.  Well BBB I'll give you a star because the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?",0.0026979446411132812,0.5075363516807556,0,1,0,709,"Successful"
"My [[orders]] have [[come]] out [[bad]] pretty [[much]] every time I have ordered from here. The [[chicken]] nuggets come out under [[par]]. I'm lucky if the fries come out right. My last experience is the last straw. I recently posted a photo of my Chicken Ranch Club. That has no chicken. This is [[ridiculous]]. I am [[done]] going to this Mcd's.","My [[orderѕ]] have [[arrive]] out [[b]] [[ad]] pretty [[highly]] every time I have ordered from here. The [[chic𝒌en]] nuggets come out under [[рar]]. I'm lucky if the fries come out right. My last experience is the last straw. I recently posted a photo of my Chicken Ranch Club. That has no chicken. This is [[laughable]]. I am [[accomplished]] going to this Mcd's.",0.0002518296241760254,0.635664165019989,0,1,0,144,"Successful"
"Wow. [[What]] a [[shame]]. [[My]] [[family]] just [[moved]] to the [[area]] and have been [[sampling]] the local [[cuisine]]. [[We]] are a very [[large]] family and [[love]] [[foods]] of all [[kind]]. [[We've]] eaten Chinese [[food]] from a hundred different [[places]] in a [[dozen]] different [[cities]]. [[Hands]] down, this was the [[worst]] we've [[ever]] had. [[Cold]], tough, [[congealed]], and [[tasteless]] - [[that's]] the only [[way]] to [[describe]] it. [[I'll]] [[never]] [[order]] from here again. [[Quite]] [[frankly]], the [[fact]] that [[I]] took [[time]] [[away]] from my [[kids]] to type this out should tell you how awful it was. My [[complaints]] fell on [[deaf]] [[ears]]. [[I]] guess they were shocked that someone thought that they were [[serving]] low [[grade]] dog [[food]]. [[I]] understand that [[sometimes]] restaurants crank out [[bad]] food. [[It]] [[happens]]. But when it does, you bend over backwards to make it right. [[Not]] at this place. I was [[told]] that he would have to speak with the [[owner]] in order to help me. I guess that's how they [[deflect]] complaints - blame it on the owners that aren't there and make the customer for [[away]] [[angry]].  Too bad. Because we will be visiting a competitor in the future. This family of 7 won't be [[visiting]] [[China]] [[Sea]] ever again. Oh, and by the way, why [[can't]] I give this place [[zero]] stars?","Wow. [[Quelle]] a [[pity]]. [[Mia]] [[relatives]] just [[relocated]] to the [[zoning]] and have been [[specimens]] the local [[cooks]]. [[Ours]] are a very [[vast]] family and [[amour]] [[food]] of all [[kinds]]. [[We`ve]] eaten Chinese [[eating]] from a hundred different [[placeѕ]] in a [[thirteen]] different [[city]]. [[Fingers]] down, this was the [[wors𝚝]] we've [[increasingly]] had. [[Colder]], tough, [[cоngealed]], and [[tastelesѕ]] - [[that`s]] the only [[paths]] to [[descⲅibe]] it. [[I'l]] [[not]] [[oredr]] from here again. [[Pretty]] [[honestly]], the [[realities]] that [[l]] took [[moment]] [[distance]] from my [[ki]] [[ds]] to type this out should tell you how awful it was. My [[grievance]] fell on [[dea𝚏]] [[eras]]. [[l]] guess they were shocked that someone thought that they were [[serѵing]] low [[grades]] dog [[diet]]. [[j]] understand that [[sometimеs]] restaurants crank out [[naughty]] food. [[Es]] [[emerges]]. But when it does, you bend over backwards to make it right. [[Nope]] at this place. I was [[tolԁ]] that he would have to speak with the [[holders]] in order to help me. I guess that's how they [[detract]] complaints - blame it on the owners that aren't there and make the customer for [[outside]] [[angy]].  Too bad. Because we will be visiting a competitor in the future. This family of 7 won't be [[visіting]] [[Cհina]] [[Seas]] ever again. Oh, and by the way, why [[caո't]] I give this place [[zeroed]] stars?",0.0002791285514831543,0.021829664707183838,0,0,0,1127,"Failed"
"I fell in love with this [[place]] as [[soon]] as we pulled up and saw the lights strung up and  oldies coming from the speakers! \n\nI tried the banana cream pie hard ice cream, their scoops are very [[generous]]!! \n\nMy bf got the peach cobbler hard ice cream and that was to die for! We got 4 servings of ice cream for $10, which nowadays is a steal IMO! :) \n\nI'll definitely be heading [[back]] with my coworkers this [[week]]!","I fell in love with this [[site]] as [[son]] as we pulled up and saw the lights strung up and  oldies coming from the speakers! \n\nI tried the banana cream pie hard ice cream, their scoops are very [[geոerous]]!! \n\nMy bf got the peach cobbler hard ice cream and that was to die for! We got 4 servings of ice cream for $10, which nowadays is a steal IMO! :) \n\nI'll definitely be heading [[retrograde]] with my coworkers this [[weekly]]!",0.0013156533241271973,0.9964097738265991,1,0,1,121,"Successful"
