"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Meh, I've experienced [[better]] is an understatement.\n\[[nFriday's]] is like the \""""fine dining chain\"""" for every yinzer in Pittsburgh...\n\[[n1]].  When we were seated, it was quick which was a surprise.  Somehow this restaurant gets packed and I never [[understand]] why.  I was happy about that.\[[n2]].  I ordered one of their \""""skinny margaritas\"""", blackberry to be exact.  It was a nice size, [[however]], at $6.00/pop, that was half of my food bill.\[[n3]].  The waitress started off attentive, but after our [[food]] came out she was gone.  I ordered a turkey burger with [[pickle]] and mustard.  Loaded [[mashed]] [[potato]] on the side because I wanted [[heartburn]] ha!\[[n4]].  Food came.  My burger had [[lettuce]] on it only.  [[Waitress]] was supposed to [[go]] and get our next round of drinks.  I had to wait to ask for my [[pickle]].\[[n5]].  The loaded potatoes were more like rubber than potatoes and not what I was expecting.  Disappointment.\[[n6]].  The waitress then went into oblivion and only returned with our [[check]].  \n\[[nNever]] again will I [[eat]] at [[Friday's]].  I will, [[however]], [[go]] should a happy [[hour]] [[arise]]...","Meh, I've experienced [[beter]] is an understatement.\n\[[nFridNy's]] is like the \""""fine dining chain\"""" for every yinzer in Pittsburgh...\n\[[1n]].  When we were seated, it was quick which was a surprise.  Somehow this restaurant gets packed and I never [[undersand]] why.  I was happy about that.\[[2]].  I ordered one of their \""""skinny margaritas\"""", blackberry to be exact.  It was a nice size, [[Qhowever]], at $6.00/pop, that was half of my food bill.\[[ny3]].  The waitress started off attentive, but after our [[foo]] came out she was gone.  I ordered a turkey burger with [[piCckle]] and mustard.  Loaded [[masted]] [[potaNo]] on the side because I wanted [[heartmburn]] ha!\[[n]].  Food came.  My burger had [[lettue]] on it only.  [[Waitres]] was supposed to [[og]] and get our next round of drinks.  I had to wait to ask for my [[apickle]].\[[n]].  The loaded potatoes were more like rubber than potatoes and not what I was expecting.  Disappointment.\[[O6]].  The waitress then went into oblivion and only returned with our [[Qcheck]].  \n\[[nNevre]] again will I [[mat]] at [[Fiday's]].  I will, [[howevEer]], [[zo]] should a happy [[our]] [[aArise]]...",0.00046253204345703125,0.0038614869117736816,0,0,0,270,"Failed"
"Unos has been [[around]] for ever, & I feel like this restaurant chain peak in popularity in the 80's. Honestly the decor inside still kind of looks 80s to me even though its nice with sleek booth and exposed brick.\n\nIf you haven't [[died]] and he recently I ordered you to come back and have a meal here again because honestly the food is really quite [[good]]!\n\nThey have the best chicken salad wrap ever! I [[love]] that rap so [[much]] I want agreed to walk the south side River Trail from where the Steelers practice all the way to the damn waterfront just because I knew that I could convince my boyfriend to go to Unos with me for lunch.  Full disclosure:  I made him call is a cab and we took a taxi back to the parking lot after lunch.\n\nListen... The food and pizza and service are very good, [[surprisingly]] so! I don't know why this place is not busier but next time you're down at the Waterfront please do consider dining here!","Unos has been [[arBound]] for ever, & I feel like this restaurant chain peak in popularity in the 80's. Honestly the decor inside still kind of looks 80s to me even though its nice with sleek booth and exposed brick.\n\nIf you haven't [[dild]] and he recently I ordered you to come back and have a meal here again because honestly the food is really quite [[goKd]]!\n\nThey have the best chicken salad wrap ever! I [[lve]] that rap so [[mucfh]] I want agreed to walk the south side River Trail from where the Steelers practice all the way to the damn waterfront just because I knew that I could convince my boyfriend to go to Unos with me for lunch.  Full disclosure:  I made him call is a cab and we took a taxi back to the parking lot after lunch.\n\nListen... The food and pizza and service are very good, [[surprisiugly]] so! I don't know why this place is not busier but next time you're down at the Waterfront please do consider dining here!",0.0030041933059692383,0.8647509813308716,1,0,1,134,"Successful"
"Stars are for the food only.    2.5 rating\n\nGot there at 8pm on Saturday night, they told us it was an hour [[wait]] which was expected, but it only took 30minutes to be seated so that was a bonus.  Started off with the lettuce [[wraps]] and i used to be a [[fan]] of these but they just seem to bore me now([[FYI-love]] the lettuce wraps at the cheesecake factory).  I had the Singapore rice noodles.  This was so so as i thought immediately that lu lu noodles and asian cafe are better.  The fried rice was disappointing and the vegetables [[tasted]] [[raw]].   [[Some]] good notes were the Dynamite [[shrimp]], plump, juicy, tangy with a small kick.    Sweet and [[sour]] [[chicken]] was just the same minus the [[kick]]. \n\nThe service was [[annoying]].   We were there less than [[45]] minutes and it seemed like our [[waiter]] was in a rush to get [[us]] out of there.   Constantly asking if he could remove my plate.  I had to [[sternly]] say at one [[point]] that I will let you know when i am [[finished]].  I found it [[rude]] especially since  there wasn't [[even]] a [[line]] at this point.  \n\[[nI]] think we will travel elsewhere following a movie.  The result [[never]] quite met the anticipation.","Stars are for the food only.    2.5 rating\n\nGot there at 8pm on Saturday night, they told us it was an hour [[wit]] which was expected, but it only took 30minutes to be seated so that was a bonus.  Started off with the lettuce [[wrpas]] and i used to be a [[faj]] of these but they just seem to bore me now([[FYe-love]] the lettuce wraps at the cheesecake factory).  I had the Singapore rice noodles.  This was so so as i thought immediately that lu lu noodles and asian cafe are better.  The fried rice was disappointing and the vegetables [[atsted]] [[aw]].   [[SomV]] good notes were the Dynamite [[shXrimp]], plump, juicy, tangy with a small kick.    Sweet and [[sou]] [[chicen]] was just the same minus the [[ikck]]. \n\nThe service was [[avnoying]].   We were there less than [[54]] minutes and it seemed like our [[water]] was in a rush to get [[u]] out of there.   Constantly asking if he could remove my plate.  I had to [[tsernly]] say at one [[Spoint]] that I will let you know when i am [[fnished]].  I found it [[ryde]] especially since  there wasn't [[eve]] a [[ilne]] at this point.  \n\[[In]] think we will travel elsewhere following a movie.  The result [[nevuer]] quite met the anticipation.",0.0003514289855957031,0.28490275144577026,0,0,0,410,"Failed"
"Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe [[food]] has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were passed by 6 frowning [[waitstaff]] [[without]] getting drinks... for 15 [[minutes]] we were [[left]] suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we [[left]] and most [[likely]] will not be [[returning]].","Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe [[fooI]] has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were passed by 6 frowning [[waisttaff]] [[wtihout]] getting drinks... for 15 [[minuts]] we were [[let]] suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we [[elft]] and most [[likcely]] will not be [[rturning]].",0.0003069639205932617,0.5360735058784485,0,1,0,98,"Successful"
"[[Good]] [[quality]] pork fried dumpling and mongo beef.  Bar service was fast and Efficent.   Good value.  Not a 5 cause dragon eye tea was cold first time around and beef had [[minor]] amount of fat.   Fortune was even Postive!","[[GooEd]] [[qality]] pork fried dumpling and mongo beef.  Bar service was fast and Efficent.   Good value.  Not a 5 cause dragon eye tea was cold first time around and beef had [[minro]] amount of fat.   Fortune was even Postive!",0.003895878791809082,0.6965738534927368,1,0,1,43,"Successful"
"Very [[bad]] [[purchase]] [[experience]]. I [[bought]] a [[shirt]] with a hole covered in the rolled up sleeves, but they [[denied]] my [[request]] to [[return]] it. I am so angery at this and will never [[shop]] their chothes anymore.","Very [[lad]] [[purcase]] [[expRerience]]. I [[bouzht]] a [[shit]] with a hole covered in the rolled up sleeves, but they [[denjied]] my [[rquest]] to [[eturn]] it. I am so angery at this and will never [[shpo]] their chothes anymore.",0.00028187036514282227,0.5302258729934692,0,1,0,60,"Successful"
"When I think BBB... I think the days of simply bringing your bike in for a quick and relatively inexpensive tune-up and a few fixes are long gone.    \n\nThis review is more for the repair [[end]] of BBB. [[In]] their defense [[BBB]] does appear to [[carry]] some amazing brands of bike (ie Colnago) that you just don't find anywhere else in Pittsburgh. \n\nAt BBB I was [[charged]] $250 for a tune up and a few other things. Granted this included installing a sew up tire (which I can [[understand]] would cost approx $50), Swapping out a left side (big ring) shifter on my down tube (this should have cost approx. $20 at most) and installing new bar tape (cost of tape $20 and $20 to install?).. SO WHAT\""""S WITH $140 FOR A TUNE [[UP]]? Well the story goes like this:\n\nI bring the bike into BBB prior to the nice weather hitting Pittsburgh in hopes of trying what people have said is a great bike shop and getting my OCLV TREK [[5900]] ready for the season. Turns out I don't [[hear]] from these guys. A week goes by ...two weeks...I think that's ok I have [[two]] or three other bike I can turn to for a ride. Then I wind up going out of town for a week thinking for sure I'll get a call from them re: my bike is ready to roll...but no dice. So I call. Turns out a screw snapped when the mechanic was re-installing the down tube shifter and it had to be tapped out (is that my fault?). He says \""""Should be ready in a few days\"""". So I come in a few days later to this mammoth [[bill]]. I [[ask]] if I am [[paying]] for the labor of [[taping]] out the screw? I don't think I ever [[got]] a straight [[answer]]? I look at the bill and [[can't]] see a [[good]] breakdown of the [[charges]]. Normally I would \""""duke it over\"""" a bill like this but I figured...I had somewhere I to be 10 minutes ago and at [[least]] I finally have my bike. I [[would]] [[expect]] that for that [[money]] my bike could have been stripped down to the frame and totally gone over (overhauled). But it wasn't.  Well BBB I'll give you a star because the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?","When I think BBB... I think the days of simply bringing your bike in for a quick and relatively inexpensive tune-up and a few fixes are long gone.    \n\nThis review is more for the repair [[eno]] of BBB. [[nI]] their defense [[BB]] does appear to [[crry]] some amazing brands of bike (ie Colnago) that you just don't find anywhere else in Pittsburgh. \n\nAt BBB I was [[chargd]] $250 for a tune up and a few other things. Granted this included installing a sew up tire (which I can [[understad]] would cost approx $50), Swapping out a left side (big ring) shifter on my down tube (this should have cost approx. $20 at most) and installing new bar tape (cost of tape $20 and $20 to install?).. SO WHAT\""""S WITH $140 FOR A TUNE [[PU]]? Well the story goes like this:\n\nI bring the bike into BBB prior to the nice weather hitting Pittsburgh in hopes of trying what people have said is a great bike shop and getting my OCLV TREK [[500]] ready for the season. Turns out I don't [[haer]] from these guys. A week goes by ...two weeks...I think that's ok I have [[wo]] or three other bike I can turn to for a ride. Then I wind up going out of town for a week thinking for sure I'll get a call from them re: my bike is ready to roll...but no dice. So I call. Turns out a screw snapped when the mechanic was re-installing the down tube shifter and it had to be tapped out (is that my fault?). He says \""""Should be ready in a few days\"""". So I come in a few days later to this mammoth [[bilY]]. I [[Mask]] if I am [[paiyng]] for the labor of [[tapin]] out the screw? I don't think I ever [[go]] a straight [[ansewr]]? I look at the bill and [[can']] see a [[goond]] breakdown of the [[chargts]]. Normally I would \""""duke it over\"""" a bill like this but I figured...I had somewhere I to be 10 minutes ago and at [[last]] I finally have my bike. I [[Kwould]] [[xepect]] that for that [[mnoey]] my bike could have been stripped down to the frame and totally gone over (overhauled). But it wasn't.  Well BBB I'll give you a star because the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?",0.0026979446411132812,0.03597843647003174,0,0,0,452,"Failed"
"My [[orders]] have come out [[bad]] pretty much [[every]] time I have [[ordered]] from here. The [[chicken]] [[nuggets]] [[come]] out under [[par]]. [[I'm]] lucky if the [[fries]] [[come]] out right. My [[last]] experience is the last straw. I recently posted a photo of my [[Chicken]] Ranch Club. That has no [[chicken]]. [[This]] is [[ridiculous]]. I am [[done]] [[going]] to this Mcd's.","My [[orYders]] have come out [[ba]] pretty much [[evxry]] time I have [[rdered]] from here. The [[chiqken]] [[nuggtes]] [[comce]] out under [[pzr]]. [[II'm]] lucky if the [[frzes]] [[cmoe]] out right. My [[lat]] experience is the last straw. I recently posted a photo of my [[Chhicken]] Ranch Club. That has no [[chickn]]. [[Ths]] is [[idiculous]]. I am [[dohe]] [[goig]] to this Mcd's.",0.0002518296241760254,0.8119627237319946,0,1,0,136,"Successful"
"Wow. What a shame. My family just [[moved]] to the area and have been sampling the local cuisine. We are a very large family and love foods of all kind. [[We've]] eaten Chinese food from a hundred different [[places]] in a dozen different cities. Hands down, this was the worst we've ever had. [[Cold]], tough, [[congealed]], and tasteless - that's the only way to [[describe]] it. I'll never [[order]] from here again. [[Quite]] [[frankly]], the fact that I took time away from my kids to type this out should tell you how awful it was. My [[complaints]] fell on [[deaf]] [[ears]]. I guess they were shocked that someone thought that they were serving [[low]] grade dog food. I understand that [[sometimes]] [[restaurants]] crank out bad food. It happens. But when it does, you [[bend]] over backwards to make it right. Not at this place. I was [[told]] that he would have to speak with the [[owner]] in [[order]] to [[help]] me. I guess that's how they deflect complaints - [[blame]] it on the owners that aren't there and [[make]] the [[customer]] for away angry.  Too bad. Because we will be visiting a competitor in the future. This family of 7 won't be [[visiting]] [[China]] Sea ever again. Oh, and by the way, why can't I give this [[place]] [[zero]] stars?","Wow. What a shame. My family just [[movQed]] to the area and have been sampling the local cuisine. We are a very large family and love foods of all kind. [[eW've]] eaten Chinese food from a hundred different [[olaces]] in a dozen different cities. Hands down, this was the worst we've ever had. [[Col]], tough, [[conyealed]], and tasteless - that's the only way to [[descirbe]] it. I'll never [[ordeir]] from here again. [[Qiuite]] [[frNnkly]], the fact that I took time away from my kids to type this out should tell you how awful it was. My [[coSmplaints]] fell on [[deIf]] [[ear]]. I guess they were shocked that someone thought that they were serving [[llow]] grade dog food. I understand that [[somLtimes]] [[restarants]] crank out bad food. It happens. But when it does, you [[end]] over backwards to make it right. Not at this place. I was [[old]] that he would have to speak with the [[rwner]] in [[roder]] to [[hel]] me. I guess that's how they deflect complaints - [[xblame]] it on the owners that aren't there and [[Jake]] the [[cusXomer]] for away angry.  Too bad. Because we will be visiting a competitor in the future. This family of 7 won't be [[viiting]] [[ChinM]] Sea ever again. Oh, and by the way, why can't I give this [[placA]] [[zergo]] stars?",0.0002791285514831543,0.0022069215774536133,0,0,0,280,"Failed"
"I fell in love with this place as [[soon]] as we pulled up and saw the lights strung up and  oldies coming from the speakers! \n\nI tried the banana cream pie hard ice cream, their scoops are very [[generous]]!! \n\nMy bf got the peach cobbler hard ice cream and that was to die for! We got 4 servings of ice cream for $10, which nowadays is a steal IMO! :) \n\nI'll [[definitely]] be heading [[back]] with my coworkers this week!","I fell in love with this place as [[soRon]] as we pulled up and saw the lights strung up and  oldies coming from the speakers! \n\nI tried the banana cream pie hard ice cream, their scoops are very [[gbnerous]]!! \n\nMy bf got the peach cobbler hard ice cream and that was to die for! We got 4 servings of ice cream for $10, which nowadays is a steal IMO! :) \n\nI'll [[deifnitely]] be heading [[ack]] with my coworkers this week!",0.0013156533241271973,0.5222407579421997,1,0,1,71,"Successful"
"This is by far, the [[BEST]] soft serve ice cream place in southwestern PA. The \""""flavor of the week\"""" is always interesting-and tasty! Though, I am [[somewhat]] disappointed that they've switched to a lower grade ice milk, for their vanilla and chocolate offerings. I don't know if this is a matter of cutting corners, or if the better stuff simply isn't available any longer. Either way, this place is still leaps and bounds ahead of DQ, Tastee Freeze, etc. It's definitely [[worth]] the trip. It's mostly street parking, though they do have about 3-4 parking spaces off to the side. Serving sizes are huge! The small cone here, is the same size as a DQ large. And the large is SO big, they can't fit it through the window-they hand it out the side door.\n\nIf you want a real \""""Kodak moment\""""-order a large cone for the kids, and keep the camera, and wet wipes handy!","This is by far, the [[EST]] soft serve ice cream place in southwestern PA. The \""""flavor of the week\"""" is always interesting-and tasty! Though, I am [[somlwhat]] disappointed that they've switched to a lower grade ice milk, for their vanilla and chocolate offerings. I don't know if this is a matter of cutting corners, or if the better stuff simply isn't available any longer. Either way, this place is still leaps and bounds ahead of DQ, Tastee Freeze, etc. It's definitely [[worrh]] the trip. It's mostly street parking, though they do have about 3-4 parking spaces off to the side. Serving sizes are huge! The small cone here, is the same size as a DQ large. And the large is SO big, they can't fit it through the window-they hand it out the side door.\n\nIf you want a real \""""Kodak moment\""""-order a large cone for the kids, and keep the camera, and wet wipes handy!",0.0021489858627319336,0.714224636554718,1,0,1,109,"Successful"
