"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Meh, I've experienced [[better]] is an understatement.\n\[[nFriday's]] is like the \""""fine [[dining]] chain\"""" for every [[yinzer]] in Pittsburgh...\n\[[n1]].  When we [[were]] [[seated]], it was quick which was a surprise.  Somehow this [[restaurant]] gets packed and I never [[understand]] why.  I [[was]] happy about that.\[[n2]].  I ordered one of their \""""skinny margaritas\"""", [[blackberry]] to be exact.  It was a nice [[size]], [[however]], [[at]] $[[6]].[[00]]/pop, that [[was]] half [[of]] my [[food]] bill.\[[n3]].  The waitress [[started]] off [[attentive]], [[but]] [[after]] our food came out she [[was]] gone.  I ordered a turkey burger with [[pickle]] and mustard.  Loaded [[mashed]] potato [[on]] the side because I wanted [[heartburn]] ha!\[[n4]].  Food came.  My [[burger]] had [[lettuce]] [[on]] it only.  [[Waitress]] [[was]] supposed [[to]] go and get our next round of drinks.  I had [[to]] [[wait]] to [[ask]] [[for]] my [[pickle]].\[[n5]].  The [[loaded]] potatoes were more like rubber than potatoes and not what I [[was]] [[expecting]].  Disappointment.\[[n6]].  The waitress then went into oblivion and only [[returned]] with [[our]] [[check]].  \n\[[nNever]] again will I [[eat]] at [[Friday's]].  I will, [[however]], go [[should]] a happy [[hour]] [[arise]]...","Meh, I've experienced [[best]] is an understatement.\n\[[nfriday'z]] is like the \""""fine [[eating]] chain\"""" for every [[yinpizza]] in Pittsburgh...\n\[[n]]!.  When we [[was]] [[sitting]], it was quick which was a surprise.  Somehow this [[restaurants]] gets packed and I never [[comprehend]] why.  I [[became]] happy about that.\[[nii]].  I ordered one of their \""""skinny margaritas\"""", [[ipad]] to be exact.  It was a nice [[sized]], [[though]], [[for]] $[[12]].[[000]]/pop, that [[were]] half [[to]] my [[meal]] bill.\[[n]]).  The waitress [[starts]] off [[attenquiet]], [[although]] [[then]] our food came out she [[were]] gone.  I ordered a turkey burger with [[picken]] and mustard.  Loaded [[masthe]] potato [[onto]] the side because I wanted [[heart-]] ha!\[[n]]..  Food came.  My [[hamburger]] had [[lettuon]] [[onto]] it only.  [[bartender]] [[were]] supposed [[of]] go and get our next round of drinks.  I had [[of]] [[waits]] to [[asking]] [[at]] my [[pickon]].\[[n]]..  The [[loading]] potatoes were more like rubber than potatoes and not what I [[were]] [[expect]].  Disappointment.\[[n2]].  The waitress then went into oblivion and only [[returns]] with [[ours]] [[checking]].  \n\[[nnew]] again will I [[eating]] at [[friday'place]].  I will, [[nonetheless]], go [[would]] a happy [[hours]] [[occur]]...",0.00046253204345703125,0.005149662494659424,0,0,0,557,"Failed"
"Unos [[has]] been around [[for]] ever, & [[I]] feel like this [[restaurant]] chain peak [[in]] popularity [[in]] the 80's. Honestly the decor [[inside]] still kind of looks 80s [[to]] me even though its nice with sleek booth and exposed brick.\n\nIf you [[haven't]] [[died]] and he recently I ordered you to come back and have a [[meal]] here again because [[honestly]] the food is really [[quite]] [[good]]!\n\nThey [[have]] the best chicken salad [[wrap]] ever! I [[love]] that rap so [[much]] I want agreed to walk the south side River Trail from where the [[Steelers]] practice all the way [[to]] the damn waterfront [[just]] because [[I]] knew that I [[could]] [[convince]] my boyfriend [[to]] go to Unos with me [[for]] lunch.  [[Full]] [[disclosure]]:  I made him call is a cab and we [[took]] a [[taxi]] back to the parking lot after lunch.\n\nListen... The food and [[pizza]] and service are [[very]] [[good]], [[surprisingly]] so! [[I]] [[don't]] know why this place is not busier but next [[time]] you're down [[at]] the Waterfront please [[do]] [[consider]] dining here!","Unos [[had]] been around [[during]] ever, & [[i]] feel like this [[dining]] chain peak [[at]] popularity [[during]] the 80's. Honestly the decor [[interior]] still kind of looks 80s [[of]] me even though its nice with sleek booth and exposed brick.\n\nIf you [[haven'n]] [[dead]] and he recently I ordered you to come back and have a [[lunch]] here again because [[truly]] the food is really [[rather]] [[well]]!\n\nThey [[had]] the best chicken salad [[wrapping]] ever! I [[loved]] that rap so [[very]] I want agreed to walk the south side River Trail from where the [[redskins]] practice all the way [[of]] the damn waterfront [[only]] because [[1]] knew that I [[would]] [[persuade]] my boyfriend [[of]] go to Unos with me [[during]] lunch.  [[full]] [[2]]:  I made him call is a cab and we [[taken]] a [[cab]] back to the parking lot after lunch.\n\nListen... The food and [[pie]] and service are [[quite]] [[well]], [[remarkably]] so! [[1]] [[don'm]] know why this place is not busier but next [[times]] you're down [[for]] the Waterfront please [[doing]] [[considering]] dining here!",0.0030041933059692383,0.5471568703651428,1,0,1,307,"Successful"
"Stars are [[for]] the food only.    [[2]].5 rating\n\[[nGot]] there [[at]] [[8pm]] on Saturday night, they [[told]] us it was an [[hour]] wait which was expected, but it only took [[30minutes]] [[to]] be [[seated]] so that was a bonus.  [[Started]] off with the [[lettuce]] wraps and i [[used]] [[to]] be a fan of these [[but]] they [[just]] seem [[to]] bore me now([[FYI-love]] the [[lettuce]] wraps at the [[cheesecake]] [[factory]]).  I had the Singapore rice noodles.  This was so so as i [[thought]] immediately that lu lu noodles and asian [[cafe]] are [[better]].  The fried rice was disappointing and the [[vegetables]] tasted raw.   Some good [[notes]] [[were]] the Dynamite shrimp, plump, juicy, [[tangy]] with a [[small]] kick.    Sweet and sour chicken [[was]] [[just]] the same minus the [[kick]]. \n\[[nThe]] service was annoying.   We were there less [[than]] [[45]] minutes and it [[seemed]] like our [[waiter]] [[was]] [[in]] a rush [[to]] get us out [[of]] there.   [[Constantly]] [[asking]] if [[he]] could [[remove]] my [[plate]].  I had [[to]] [[sternly]] say at one point that I will let you know [[when]] i am finished.  I found it rude especially since  there [[wasn't]] even a line [[at]] this point.  \n\nI [[think]] we will travel elsewhere following a [[movie]].  The result never quite met the anticipation.","Stars are [[at]] the food only.    [[a]].5 rating\n\[[ngo]]. there [[in]] [[8ham]] on Saturday night, they [[said]] us it was an [[hours]] wait which was expected, but it only took [[30minutesm]] [[of]] be [[seat]] so that was a bonus.  [[beginning]] off with the [[lettuca]] wraps and i [[use]] [[of]] be a fan of these [[although]] they [[only]] seem [[of]] bore me now([[fyi-want]] the [[lettuty]] wraps at the [[cheeseand]] [[factories]]).  I had the Singapore rice noodles.  This was so so as i [[figured]] immediately that lu lu noodles and asian [[coffee]] are [[best]].  The fried rice was disappointing and the [[vegetable]] tasted raw.   Some good [[note]] [[was]] the Dynamite shrimp, plump, juicy, [[tangstrong]] with a [[minimal]] kick.    Sweet and sour chicken [[were]] [[only]] the same minus the [[kicking]]. \n\[[ntthis]] service was annoying.   We were there less [[then]] [[90]] minutes and it [[looked]] like our [[bartender]] [[were]] [[into]] a rush [[of]] get us out [[to]] there.   [[always]] [[ask]] if [[him]] could [[removal]] my [[plates]].  I had [[of]] [[idi]] say at one point that I will let you know [[whenever]] i am finished.  I found it rude especially since  there [[wasn's]] even a line [[during]] this point.  \n\nI [[thought]] we will travel elsewhere following a [[movies]].  The result never quite met the anticipation.",0.0003514289855957031,0.004984796047210693,0,0,0,571,"Failed"
"[[Our]] last few visits [[have]] left something to desire, One of the things I [[always]] notice is the demeanor of an [[establishments]] [[employees]]. These people look miserable, no [[one]] [[smiles]] or [[greets]] you appropriately, [[it's]] more like [[get]] [[in]], [[get]] out, turn the [[tables]],\n\[[nThe]] food has [[remained]] consistently good... [[when]] we can [[order]] it. the last time [[JB]] and I came for a quick [[dinner]], the place [[was]] [[not]] busy yet we [[were]] passed by [[6]] frowning [[waitstaff]] without getting drinks... for [[15]] minutes we were left [[suiting]] [[at]] our [[table]] with our [[menus]] [[closed]] and [[sitting]] [[on]] the edge of the [[table]] (HINT, HINT) so we [[left]] and most likely will [[not]] [[be]] returning.","[[our]] last few visits [[has]] left something to desire, One of the things I [[constantly]] notice is the demeanor of an [[establishment]] [[personnel]]. These people look miserable, no [[1]] [[grins]] or [[greetbs]] you appropriately, [[it'n]] more like [[gets]] [[into]], [[gets]] out, turn the [[table]],\n\[[nt]]. food has [[remains]] consistently good... [[whenever]] we can [[ordering]] it. the last time [[jy]] and I came for a quick [[breakfast]], the place [[were]] [[no]] busy yet we [[was]] passed by [[some]] frowning [[waitsstands]] without getting drinks... for [[2]] minutes we were left [[suitly]] [[for]] our [[tables]] with our [[menuete]] [[close]] and [[sit]] [[onto]] the edge of the [[tables]] (HINT, HINT) so we [[exited]] and most likely will [[no]] [[are]] returning.",0.0003069639205932617,0.4301604628562927,0,0,0,307,"Failed"
"[[Good]] quality pork fried dumpling and mongo beef.  Bar service [[was]] fast and [[Efficent]].   [[Good]] [[value]].  Not a 5 cause dragon eye tea was cold [[first]] time around and beef had [[minor]] [[amount]] of fat.   Fortune was even Postive!","[[well]] quality pork fried dumpling and mongo beef.  Bar service [[were]] fast and [[upffieffective]].   [[well]] [[values]].  Not a 5 cause dragon eye tea was cold [[1st]] time around and beef had [[small]] [[amounts]] of fat.   Fortune was even Postive!",0.003895878791809082,0.6577701568603516,1,0,1,72,"Successful"
"[[Very]] bad [[purchase]] [[experience]]. I [[bought]] a [[shirt]] with a hole covered [[in]] the rolled up sleeves, [[but]] they [[denied]] my [[request]] [[to]] [[return]] it. I am so angery at this and will never [[shop]] their chothes anymore.","[[much]] bad [[buy]] [[experiences]]. I [[buy]] a [[jacket]] with a hole covered [[for]] the rolled up sleeves, [[though]] they [[deny]] my [[demand]] [[of]] [[returning]] it. I am so angery at this and will never [[store]] their chothes anymore.",0.00028187036514282227,0.0006594061851501465,0,0,0,77,"Failed"
"[[When]] I [[think]] [[BBB]]... I [[think]] the days of [[simply]] bringing your [[bike]] in [[for]] a [[quick]] and relatively inexpensive [[tune-up]] and a few [[fixes]] are long [[gone]].    \n\[[nThis]] review is more [[for]] the [[repair]] end of BBB. In their defense [[BBB]] does [[appear]] to [[carry]] [[some]] [[amazing]] [[brands]] of [[bike]] (ie [[Colnago]]) that you just [[don't]] [[find]] anywhere [[else]] in Pittsburgh. \n\nAt [[BBB]] I [[was]] charged $[[250]] [[for]] a [[tune]] up and a few [[other]] things. Granted this included [[installing]] a [[sew]] up tire ([[which]] I can [[understand]] [[would]] cost [[approx]] $[[50]]), [[Swapping]] out a left side ([[big]] [[ring]]) shifter on my down tube (this [[should]] have [[cost]] [[approx]]. $[[20]] [[at]] most) and [[installing]] new bar [[tape]] ([[cost]] of tape $20 and $[[20]] to [[install]]?).. SO WHAT\""""S WITH $[[140]] [[FOR]] A TUNE UP? Well the story goes like this:\n\nI [[bring]] the [[bike]] [[into]] [[BBB]] [[prior]] [[to]] the nice weather hitting Pittsburgh [[in]] [[hopes]] of trying what people [[have]] [[said]] is a great [[bike]] [[shop]] and getting my [[OCLV]] [[TREK]] [[5900]] ready [[for]] the season. Turns out [[I]] [[don't]] hear from these [[guys]]. [[A]] week goes by ...[[two]] [[weeks]]...[[I]] think [[that's]] [[ok]] I [[have]] two or [[three]] other [[bike]] I can [[turn]] to for a ride. [[Then]] I wind up [[going]] out [[of]] town for a week thinking for sure [[I'll]] [[get]] a [[call]] from them re: my [[bike]] is ready to roll...[[but]] [[no]] dice. So I call. Turns out a screw snapped when the [[mechanic]] [[was]] [[re-installing]] the down [[tube]] shifter and it had to be tapped out (is that my fault?). [[He]] says \""""[[Should]] be ready in a [[few]] days\"""". [[So]] I [[come]] in a few days [[later]] to this mammoth bill. I [[ask]] if [[I]] am paying [[for]] the [[labor]] of [[taping]] out the screw? I [[don't]] think I ever got a straight [[answer]]? I [[look]] at the bill [[and]] [[can't]] see a good breakdown [[of]] the [[charges]]. Normally I would \""""duke it over\"""" a bill like this [[but]] I [[figured]]...I had [[somewhere]] I to be [[10]] minutes ago and at least I finally [[have]] my [[bike]]. I [[would]] expect that [[for]] that [[money]] my [[bike]] [[could]] have been stripped down to the frame and totally gone over ([[overhauled]]). [[But]] it [[wasn't]].  Well BBB [[I'll]] give you a [[star]] [[because]] the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?","[[when]] I [[thinking]] [[bbm]]... I [[reckon]] the days of [[simple]] bringing your [[motorcycle]] in [[during]] a [[fast]] and relatively inexpensive [[tune-on]] and a few [[fixies]] are long [[faded]].    \n\[[ntmy]] review is more [[at]] the [[repairs]] end of BBB. In their defense [[bbm]] does [[emerge]] to [[carrying]] [[certain]] [[awesome]] [[brand]] of [[motorcycle]] (ie [[colnaro]]) that you just [[don'r]] [[found]] anywhere [[others]] in Pittsburgh. \n\nAt [[bbc]] I [[were]] charged $[[375]] [[at]] a [[tuning]] up and a few [[else]] things. Granted this included [[installation]] a [[sewl]] up tire ([[whom]] I can [[understanding]] [[could]] cost [[almost]] $[[5]]), [[swapmaking]] out a left side ([[wide]] [[rings]]) shifter on my down tube (this [[would]] have [[expense]] [[vs]]. $[[dollar]] [[in]] most) and [[install]] new bar [[tapes]] ([[costs]] of tape $20 and $[[5]] to [[installation]]?).. SO WHAT\""""S WITH $[[15]] [[in]] A TUNE UP? Well the story goes like this:\n\nI [[brings]] the [[motorcycle]] [[in]] [[bbm]] [[before]] [[of]] the nice weather hitting Pittsburgh [[for]] [[hope]] of trying what people [[has]] [[stated]] is a great [[bikes]] [[boutique]] and getting my [[opro]]. [[trek]] [[590t]] ready [[during]] the season. Turns out [[1]] [[don'can]] hear from these [[boys]]. [[1]] week goes by ...[[2]] [[week]]...[[i]] think [[that'a]] [[okay]] I [[has]] two or [[3]] other [[motorcycles]] I can [[turning]] to for a ride. [[then]] I wind up [[go]] out [[to]] town for a week thinking for sure [[i's]] [[got]] a [[calling]] from them re: my [[bikes]] is ready to roll...[[though]] [[not]] dice. So I call. Turns out a screw snapped when the [[mechanics]] [[were]] [[re-overhaul]] the down [[pipe]] shifter and it had to be tapped out (is that my fault?). [[him]] says \""""[[would]] be ready in a [[10]] days\"""". [[thus]] I [[arrive]] in a few days [[then]] to this mammoth bill. I [[asked]] if [[i]] am paying [[in]] the [[job]] of [[tap']] out the screw? I [[don'd]] think I ever got a straight [[answered]]? I [[gaze]] at the bill [[und]] [[can'l]] see a good breakdown [[to]] the [[expenses]]. Normally I would \""""duke it over\"""" a bill like this [[although]] I [[thought]]...I had [[someplace]] I to be [[twenty]] minutes ago and at least I finally [[has]] my [[motorcycle]]. I [[could]] expect that [[in]] that [[cash]] my [[motorcycle]] [[would]] have been stripped down to the frame and totally gone over ([[overhaulwas]]). [[although]] it [[wasn]].'.  Well BBB [[i've]] give you a [[stars]] [[since]] the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?",0.0026979446411132812,0.5253926515579224,0,1,0,1296,"Successful"
"My orders [[have]] [[come]] out bad pretty much every time [[I]] [[have]] ordered from here. The chicken [[nuggets]] come out [[under]] par. [[I'm]] lucky [[if]] the fries come out right. My last [[experience]] is the last straw. I [[recently]] posted a [[photo]] of my Chicken Ranch Club. That [[has]] [[no]] chicken. This is ridiculous. I am done going to this [[Mcd's]].","My orders [[had]] [[coming]] out bad pretty much every time [[1]] [[had]] ordered from here. The chicken .[[ggand]] come out [[at]] par. [[i'll]] lucky [[though]] the fries come out right. My last [[experiences]] is the last straw. I [[newly]] posted a [[photos]] of my Chicken Ranch Club. That [[had]] [[not]] chicken. This is ridiculous. I am done going to this [[mcd't]].",0.0002518296241760254,0.0004904270172119141,0,0,0,150,"Failed"
"Wow. What a [[shame]]. My family [[just]] [[moved]] [[to]] the area and [[have]] been [[sampling]] the local [[cuisine]]. [[We]] [[are]] a [[very]] [[large]] family and love foods [[of]] all [[kind]]. [[We've]] eaten Chinese food from a hundred [[different]] [[places]] [[in]] a dozen [[different]] cities. Hands down, this was the worst [[we've]] ever [[had]]. Cold, tough, [[congealed]], and [[tasteless]] - that's the only [[way]] to [[describe]] it. [[I'll]] never [[order]] from here again. [[Quite]] [[frankly]], the fact that I [[took]] time away from my [[kids]] [[to]] type this out [[should]] [[tell]] you how [[awful]] it was. My [[complaints]] fell on deaf ears. I guess they [[were]] [[shocked]] that someone [[thought]] that they [[were]] serving low [[grade]] dog [[food]]. I understand that sometimes [[restaurants]] crank out bad [[food]]. It [[happens]]. But when it does, you [[bend]] over [[backwards]] to make it right. [[Not]] [[at]] this place. I [[was]] [[told]] that he would [[have]] to [[speak]] with the [[owner]] in order to [[help]] me. I [[guess]] that's how they deflect [[complaints]] - blame it [[on]] the [[owners]] that [[aren't]] there and make the [[customer]] for away [[angry]].  Too bad. Because we will be [[visiting]] a competitor [[in]] the [[future]]. This family of 7 won't [[be]] [[visiting]] China Sea ever again. Oh, and by the way, why can't I give this place zero stars?","Wow. What a [[pity]]. My family [[only]] [[relocated]] [[of]] the area and [[had]] been [[sampled]] the local [[kitchen]]. [[ours]] [[be]] a [[quite]] [[sizable]] family and love foods [[to]] all [[kinds]]. [[we'know]] eaten Chinese food from a hundred [[distinct]] [[spaces]] [[for]] a dozen [[various]] cities. Hands down, this was the worst [[we't]] ever [[has]]. Cold, tough, [[thickrawicated]], and [[tastey]] - that's the only [[ways]] to [[describing]] it. [[i'd]] never [[ordering]] from here again. [[rather]] [[honestly]], the fact that I [[taken]] time away from my [[children]] [[of]] type this out [[would]] [[told]] you how [[disgusting]] it was. My [[complaint]] fell on deaf ears. I guess they [[was]] [[horrified]] that someone [[thinking]] that they [[was]] serving low [[grades]] dog [[diet]]. I understand that sometimes [[dining]] crank out bad [[eating]]. It [[comes]]. But when it does, you [[bent]] over [[backward]] to make it right. [[no]] [[for]] this place. I [[were]] [[tell]] that he would [[had]] to [[speaking]] with the [[owners]] in order to [[helping]] me. I [[suppose]] that's how they deflect [[complaint]] - blame it [[onto]] the [[holders]] that [[aren'out]] there and make the [[client]] for away [[furious]].  Too bad. Because we will be [[visit]] a competitor [[at]] the [[2020]]. This family of 7 won't [[are]] [[visits]] China Sea ever again. Oh, and by the way, why can't I give this place zero stars?",0.0002791285514831543,0.0012325048446655273,0,0,0,497,"Failed"
"I fell in love with this place as [[soon]] as we pulled up and saw the lights strung up and  oldies coming from the speakers! \n\nI tried the banana cream pie hard ice cream, their scoops are [[very]] generous!! \n\nMy bf got the peach cobbler hard ice cream and that was to [[die]] for! We got 4 servings of ice cream for $10, which nowadays is a steal IMO! :) \n\[[nI'll]] [[definitely]] be heading back with my coworkers this week!","I fell in love with this place as [[early]] as we pulled up and saw the lights strung up and  oldies coming from the speakers! \n\nI tried the banana cream pie hard ice cream, their scoops are [[extremely]] generous!! \n\nMy bf got the peach cobbler hard ice cream and that was to [[death]] for! We got 4 servings of ice cream for $10, which nowadays is a steal IMO! :) \n\[[ni't]] [[certainly]] be heading back with my coworkers this week!",0.0013156533241271973,0.7523522973060608,1,0,1,108,"Successful"
"This is by far, the [[BEST]] soft serve ice cream place [[in]] southwestern PA. The \""""flavor of the week\"""" is always interesting-and [[tasty]]! [[Though]], I am [[somewhat]] disappointed that they've switched to a lower grade ice milk, for their vanilla and chocolate offerings. I don't know if this is a [[matter]] of cutting corners, or if the better stuff simply isn't available any longer. [[Either]] [[way]], this place is still leaps [[and]] bounds ahead of DQ, Tastee Freeze, etc. It's [[definitely]] worth the [[trip]]. It's [[mostly]] street parking, though they do have about 3-4 parking spaces off to the side. Serving sizes are huge! The small cone here, is the same size as a DQ large. And the large is SO big, they can't fit it through the window-they hand it out the side door.\n\nIf you want a real \""""Kodak moment\""""-order a large cone for the kids, and keep the camera, and wet wipes handy!","This is by far, the [[better]] soft serve ice cream place [[for]] southwestern PA. The \""""flavor of the week\"""" is always interesting-and [[tapy]]! [[but]], I am [[rather]] disappointed that they've switched to a lower grade ice milk, for their vanilla and chocolate offerings. I don't know if this is a [[question]] of cutting corners, or if the better stuff simply isn't available any longer. [[neither]] [[ways]], this place is still leaps [[und]] bounds ahead of DQ, Tastee Freeze, etc. It's [[certainly]] worth the [[travel]]. It's [[largely]] street parking, though they do have about 3-4 parking spaces off to the side. Serving sizes are huge! The small cone here, is the same size as a DQ large. And the large is SO big, they can't fit it through the window-they hand it out the side door.\n\nIf you want a real \""""Kodak moment\""""-order a large cone for the kids, and keep the camera, and wet wipes handy!",0.0021489858627319336,0.9520249366760254,1,0,1,205,"Successful"
"This is my [[go-to]] distributer. They have a great selection and lots of hard to find brews. I haven't noticed that it's any more expensive than going elsewhere but honestly if I don't buy here then I'm buying six packs which as we all know are a huuugggge rip off. So [[any]] [[time]] I have a case of something I love I feel like I'm getting a bargain. The cold selection does suck [[so]] I try to plan ahead and [[have]] what I need already cold. Staff here are all [[very]] [[helpful-]] and will have [[recommendations]] if you [[ask]].","This is my [[go-far]] distributer. They have a great selection and lots of hard to find brews. I haven't noticed that it's any more expensive than going elsewhere but honestly if I don't buy here then I'm buying six packs which as we all know are a huuugggge rip off. So [[every]] [[times]] I have a case of something I love I feel like I'm getting a bargain. The cold selection does suck [[therefore]] I try to plan ahead and [[has]] what I need already cold. Staff here are all [[quite]] [[helpfulyes]] and will have [[suggested]] if you [[asking]].",0.0035033822059631348,0.5117798447608948,1,0,1,150,"Successful"
"[[Love]] this beer [[distributor]].  They always have what [[I'm]] looking [[for]]. The [[workers]] are extremely nice and [[always]] willing to [[help]]. [[Best]] one [[I've]] seen by far.","[[loved]] this beer [[distributors]].  They always have what [[i't]] looking [[at]]. The [[worker]] are extremely nice and [[constantly]] willing to [[helping]]. [[better]] one [[i'b]] seen by far.",0.0005565285682678223,0.0010384321212768555,1,1,1,81,"Failed"
"Went here with a gift card from the [[restaurant]] week [[photo]] competition. \n\[[nWe]] [[were]] one [[of]] two [[tables]] there and a bunch of staff showing up during the [[meal]]. \n\[[nOur]] [[waitress]] [[was]] [[good]], [[but]] that [[couldn't]] save the food.\n\[[nThe]] [[meal]] started out with some what I guess used to be [[foccacia]].  I [[say]] used to be because it no [[longer]] [[represented]] [[anything]] [[other]] than long pieces of brick or bark [[very]] stale and [[tasteless]].\n\[[nWe]] ordered the [[vegetable]] board which [[was]] probably the [[best]] [[thing]] we ordered with light and bright vegetables perfectly cooked and paired with two delicious [[sauces]]. \n\[[nThen]] we ordered the [[octopus]] which [[was]] fine, [[but]] [[very]] cold and the [[octopus]] [[had]] [[little]] to [[no]] [[flavor]], being overwhelmed by the citrus in the [[dish]]. \n\[[nThe]] [[tuscan]] wings were ok, but they [[were]] really ordered [[for]] my husband [[who]] seemed [[to]] [[enjoy]] them. \n\nFinally the diver [[scallops]].  This dish was [[indeible]].  The [[scallops]] were very [[overcooked]] and the pea [[puree]] was [[so]] [[minty]] I was [[unable]] [[to]] eat it. We [[sent]] it back and they did take off half of the [[price]] (weren't [[expecting]] anything [[just]] didn't [[want]] to [[eat]] it). \n\[[nAfter]] that we decided against dessert and left.  I probably will [[not]] [[return]].","Went here with a gift card from the [[diner]] week [[photograph]] competition. \n\[[nwex]] [[was]] one [[to]] two [[table]] there and a bunch of staff showing up during the [[dining]]. \n\[[noe]] [[bartender]] [[were]] [[well]], [[although]] that [[couldn'the]] save the food.\n\[[nthen]] [[supper]] started out with some what I guess used to be [[foccaced]].  I [[said]] used to be because it no [[anymore]] [[represent]] [[something]] [[else]] than long pieces of brick or bark [[quite]] stale and [[tastety]].\n\[[noey]] ordered the [[vegetables]] board which [[became]] probably the [[finest]] [[stuff]] we ordered with light and bright vegetables perfectly cooked and paired with two delicious [[saucecourses]]. \n\[[ntha]] we ordered the [[squid]] which [[were]] fine, [[although]] [[extremely]] cold and the [[squid]] [[has]] [[small]] to [[none]] [[flavors]], being overwhelmed by the citrus in the [[dishes]]. \n\[[nths]] [[tushrimp]] wings were ok, but they [[was]] really ordered [[in]] my husband [[whom]] seemed [[of]] [[enjoys]] them. \n\nFinally the diver [[scallapes]].  This dish was [[indeiable]].  The [[scallams]] were very [[overcoy]] and the pea [[purey]] was [[therefore]] [[minting]] I was [[impossible]] [[of]] eat it. We [[send]] it back and they did take off half of the [[cost]] (weren't [[expect]] anything [[only]] didn't [[wanted]] to [[ate]] it). \n\[[nafters]] that we decided against dessert and left.  I probably will [[no]] [[returned]].",0.0003160238265991211,0.5136610269546509,0,1,0,601,"Successful"
"I went there today! The cut was terrible! I have an [[awful]] [[experience]]. They [[lady]] that cut my hair [[was]] nice [[but]] she wanted to leave early so she made a disaster in my head!","I went there today! The cut was terrible! I have an [[terrible]] [[experiences]]. They [[dame]] that cut my hair [[were]] nice [[although]] she wanted to leave early so she made a disaster in my head!",0.001783907413482666,0.0038724541664123535,0,0,0,70,"Failed"
"As a chinese american college student from NYC who got stuck in Pittsburgh with its useless public transportation (circa 1998), I desperately missed home-style Chinese food for the better part of my first two years here. Things turned around for me once I got a car (or made friends with cars), but I was seriously hurting for a while.\n\nTasty was [[one]] of the places we found. Back in the day, it was owned and ran by a typical restaurant-owning Chinese family. They had the works - pushy lao ban niang (boss lady), chef slash dad, and, during school off-hours, junior high school daughter manning the cashier. If they were in NYC, they'd only be missing an ami.... a bus boy. The food was pretty good, and if you order in Chinese, the lao ban niang hooked you up with extras because \""""your parents teach you good to talk Chineees\"""". \n\nI'm pretty sure Tasty is under new ownership now. The food isn't as good as it was, [[but]] the restaurant still gives off the home-style look and feel. It's a small restaurant with enough seating for about 25-30 patrons. Cheap tables, cheap seats; after all, restaurant extras are just a waste of money. The customers should come back for the food, this *is* a restaurant.\n\nThe new waitress is not friendly, but she gets the job done. The food is still good - so if you're craving a home cooked meal, you'll be somewhat satisfied here. Don't expect grandma's cooking, though. Order the vegetables, the mapo tofu is good, beef/chicken chow fun, etc. They have a lot of other staple items on the menu too. Don't get the salted pork chops - save that craving for Orient Kitchen. Try things, and share your thoughts.\n\nTasty - it's [[more]] than your neighborhood take out joint.\n\n- written by a former junior high school daughter cashier","As a chinese american college student from NYC who got stuck in Pittsburgh with its useless public transportation (circa 1998), I desperately missed home-style Chinese food for the better part of my first two years here. Things turned around for me once I got a car (or made friends with cars), but I was seriously hurting for a while.\n\nTasty was [[1]] of the places we found. Back in the day, it was owned and ran by a typical restaurant-owning Chinese family. They had the works - pushy lao ban niang (boss lady), chef slash dad, and, during school off-hours, junior high school daughter manning the cashier. If they were in NYC, they'd only be missing an ami.... a bus boy. The food was pretty good, and if you order in Chinese, the lao ban niang hooked you up with extras because \""""your parents teach you good to talk Chineees\"""". \n\nI'm pretty sure Tasty is under new ownership now. The food isn't as good as it was, [[although]] the restaurant still gives off the home-style look and feel. It's a small restaurant with enough seating for about 25-30 patrons. Cheap tables, cheap seats; after all, restaurant extras are just a waste of money. The customers should come back for the food, this *is* a restaurant.\n\nThe new waitress is not friendly, but she gets the job done. The food is still good - so if you're craving a home cooked meal, you'll be somewhat satisfied here. Don't expect grandma's cooking, though. Order the vegetables, the mapo tofu is good, beef/chicken chow fun, etc. They have a lot of other staple items on the menu too. Don't get the salted pork chops - save that craving for Orient Kitchen. Try things, and share your thoughts.\n\nTasty - it's [[greater]] than your neighborhood take out joint.\n\n- written by a former junior high school daughter cashier",0.2894052267074585,0.5029386281967163,1,0,1,321,"Successful"
