"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Meh]], I've [[experienced]] better is an understatement.\n\nFriday's is like the \""""fine dining chain\"""" for every yinzer in Pittsburgh...\n\n1.  When we were seated, it was quick which was a surprise.  Somehow this restaurant [[gets]] packed and I [[never]] understand why.  I was happy about that.\n2.  I [[ordered]] one of their \""""skinny margaritas\"""", [[blackberry]] to be exact.  It was a [[nice]] [[size]], [[however]], at $[[6]].[[00]]/pop, that was half of my [[food]] bill.\n3.  [[The]] waitress started off attentive, but after our [[food]] came out she was gone.  I ordered a turkey burger with pickle and [[mustard]].  Loaded mashed potato on the side because I [[wanted]] [[heartburn]] ha!\[[n4]].  Food came.  My burger had lettuce on it only.  Waitress was supposed to go and get our next round of drinks.  I had to wait to ask for my [[pickle]].\n5.  The loaded potatoes were more like rubber than potatoes and not what I was [[expecting]].  [[Disappointment]].\n6.  The waitress then went into oblivion and only returned with our check.  \n\nNever again will I eat at Friday's.  I will, [[however]], go should a [[happy]] hour arise...","[[Dunno]], I've [[experimented]] better is an understatement.\n\nFriday's is like the \""""fine dining chain\"""" for every yinzer in Pittsburgh...\n\n1.  When we were seated, it was quick which was a surprise.  Somehow this restaurant [[ge𝚝s]] packed and I [[nеver]] understand why.  I was happy about that.\n2.  I [[ordereԁ]] one of their \""""skinny margaritas\"""", [[ipod]] to be exact.  It was a [[handsome]] [[caliber]], [[how]] [[ever]], at $[[б]].[[0O]]/pop, that was half of my [[dietary]] bill.\n3.  [[Nova]] waitress started off attentive, but after our [[fooԁ]] came out she was gone.  I ordered a turkey burger with pickle and [[mustarԁ]].  Loaded mashed potato on the side because I [[wished]] [[heartburո]] ha!\[[ո4]].  Food came.  My burger had lettuce on it only.  Waitress was supposed to go and get our next round of drinks.  I had to wait to ask for my [[pumpkin]].\n5.  The loaded potatoes were more like rubber than potatoes and not what I was [[expectiոg]].  [[Disɑppointment]].\n6.  The waitress then went into oblivion and only returned with our check.  \n\nNever again will I eat at Friday's.  I will, [[howevеr]], go should a [[joyous]] hour arise...",0.0008109211921691895,0.6263388395309448,0,1,0,433,"Successful"
"Unos has been [[around]] for ever, & I feel like this restaurant chain peak in popularity in the 80's. Honestly the decor inside still kind of looks 80s to me even though its nice with sleek booth and exposed brick.\n\nIf you haven't died and he recently I ordered you to come back and have a meal here again because honestly the food is really quite good!\n\nThey have the best chicken salad wrap ever! I [[love]] that rap so much I want agreed to walk the south side River Trail from where the Steelers practice all the way to the damn waterfront just because I knew that I could convince my boyfriend to go to Unos with me for lunch.  Full disclosure:  I made him call is a cab and we took a taxi back to the parking lot after lunch.\n\nListen... The food and pizza and service are very good, surprisingly so! I don't know why this place is not busier but next time you're down at the Waterfront please do consider dining here!","Unos has been [[arouոd]] for ever, & I feel like this restaurant chain peak in popularity in the 80's. Honestly the decor inside still kind of looks 80s to me even though its nice with sleek booth and exposed brick.\n\nIf you haven't died and he recently I ordered you to come back and have a meal here again because honestly the food is really quite good!\n\nThey have the best chicken salad wrap ever! I [[lo]] [[ve]] that rap so much I want agreed to walk the south side River Trail from where the Steelers practice all the way to the damn waterfront just because I knew that I could convince my boyfriend to go to Unos with me for lunch.  Full disclosure:  I made him call is a cab and we took a taxi back to the parking lot after lunch.\n\nListen... The food and pizza and service are very good, surprisingly so! I don't know why this place is not busier but next time you're down at the Waterfront please do consider dining here!",0.004046916961669922,0.6143039464950562,1,0,1,129,"Successful"
"Stars are for the food only.    2.5 rating\n\nGot there at 8pm on Saturday night, they [[told]] us it was an hour wait which was expected, but it only took 30minutes to be seated so that was a bonus.  Started off with the lettuce wraps and i used to be a [[fan]] of these but they just seem to bore me now(FYI-love the lettuce wraps at the cheesecake factory).  I had the Singapore rice noodles.  This was so so as i thought immediately that lu lu noodles and asian cafe are better.  The [[fried]] rice was [[disappointing]] and the [[vegetables]] [[tasted]] [[raw]].   [[Some]] [[good]] notes were the Dynamite [[shrimp]], plump, juicy, [[tangy]] with a [[small]] kick.    Sweet and [[sour]] chicken was just the same [[minus]] the [[kick]]. \[[n]]\nThe [[service]] was [[annoying]].   We were there [[less]] than 45 minutes and it seemed [[like]] our waiter was in a rush to get us out of there.   [[Constantly]] asking if he [[could]] [[remove]] my plate.  I had to sternly [[say]] at one [[point]] that [[I]] will [[let]] you know when i am finished.  I found it rude especially since  there wasn't [[even]] a line at this [[point]].  \n\nI think we will [[travel]] elsewhere following a movie.  The result [[never]] quite [[met]] the anticipation.","Stars are for the food only.    2.5 rating\n\nGot there at 8pm on Saturday night, they [[tоld]] us it was an hour wait which was expected, but it only took 30minutes to be seated so that was a bonus.  Started off with the lettuce wraps and i used to be a [[𝚏an]] of these but they just seem to bore me now(FYI-love the lettuce wraps at the cheesecake factory).  I had the Singapore rice noodles.  This was so so as i thought immediately that lu lu noodles and asian cafe are better.  The [[frіed]] rice was [[disppointing]] and the [[salads]] [[eaten]] [[crus]].   [[So]] [[me]] [[god]] notes were the Dynamite [[srhimp]], plump, juicy, [[zesty]] with a [[s]] [[mall]] kick.    Sweet and [[sur]] chicken was just the same [[least]] the [[whoop]]. \[[percent]]\nThe [[serviϲe]] was [[ann]] [[oying]].   We were there [[les]] than 45 minutes and it seemed [[fond]] our waiter was in a rush to get us out of there.   [[Constantlу]] asking if he [[did]] [[removе]] my plate.  I had to sternly [[tell]] at one [[poit]] that [[yo]] will [[letting]] you know when i am finished.  I found it rude especially since  there wasn't [[yet]] a line at this [[kok]].  \n\nI think we will [[traveⅼ]] elsewhere following a movie.  The result [[jamais]] quite [[fulfilled]] the anticipation.",0.001608431339263916,0.5149102807044983,0,1,0,543,"Successful"
"Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe [[food]] has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were [[passed]] by [[6]] frowning [[waitstaff]] [[without]] getting drinks... for 15 minutes we were left suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we [[left]] and most [[likely]] will not be [[returning]].","Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe [[fоod]] has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were [[adopted]] by [[б]] frowning [[waitstaf𝚏]] [[withou𝚝]] getting drinks... for 15 minutes we were left suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we [[gauche]] and most [[lіkely]] will not be [[returոing]].",0.0005795955657958984,0.59085613489151,0,1,0,163,"Successful"
"[[Good]] [[quality]] pork fried dumpling and mongo beef.  Bar service was fast and Efficent.   Good value.  Not a 5 cause dragon eye tea was cold first time around and beef had [[minor]] [[amount]] of fat.   Fortune was even Postive!","[[Alright]] [[qualіty]] pork fried dumpling and mongo beef.  Bar service was fast and Efficent.   Good value.  Not a 5 cause dragon eye tea was cold first time around and beef had [[underage]] [[sums]] of fat.   Fortune was even Postive!",0.0007859468460083008,0.5526876449584961,1,0,1,83,"Successful"
"[[Very]] [[bad]] [[purchase]] [[experience]]. [[I]] bought a shirt with a [[hole]] covered in the rolled up sleeves, but they denied my request to return it. I am so angery at this and will never shop their [[chothes]] anymore.","[[Ve]] [[ry]] [[naughty]] [[purchases]] [[enjoying]]. [[ich]] bought a shirt with a [[h]] [[ole]] covered in the rolled up sleeves, but they denied my request to return it. I am so angery at this and will never shop their [[ch]] [[othes]] anymore.",0.00023549795150756836,0.5223419070243835,0,1,0,88,"Successful"
"When I think BBB... I think the days of simply bringing your bike in for a quick and relatively inexpensive tune-up and a few fixes are long gone.    \n\nThis review is more for the repair end of BBB. In their defense BBB does appear to carry some amazing brands of bike (ie Colnago) that you just don't find anywhere else in Pittsburgh. \n\nAt [[BBB]] I was [[charged]] $[[250]] for a [[tune]] up and a few other things. Granted this included [[installing]] a sew up [[tire]] (which I can [[understand]] would cost approx $50), Swapping out a left side (big ring) shifter on my down tube (this should have cost approx. $20 at most) and installing new bar tape (cost of tape $20 and $20 to install?).. SO WHAT\""""S WITH $140 FOR A TUNE UP? [[Well]] the story goes like this:\n\nI bring the bike into BBB prior to the nice weather hitting Pittsburgh in hopes of trying what people have said is a [[great]] bike shop and getting my OCLV TREK 5900 ready for the season. Turns out I don't hear from these guys. A [[week]] [[goes]] by ...[[two]] [[weeks]]...I think that's [[ok]] I have two or three other bike I can turn to for a ride. Then I wind up [[going]] out of town for a [[week]] thinking for sure I'll get a call from them re: my bike is ready to roll...but no dice. So I call. Turns out a screw snapped when the mechanic was re-installing the down tube shifter and it had to be tapped out (is that my fault?). He says \""""Should be ready in a few days\"""". So I come in a few [[days]] later to this mammoth bill. I ask if I am paying for the labor of taping out the screw? I don't think I ever got a straight answer? I look at the bill and can't see a good breakdown of the charges. Normally I would \""""duke it over\"""" a bill like this but I figured...I had somewhere I to be 10 minutes ago and at least I finally have my bike. I would expect that for that money my bike could have been stripped down to the frame and totally gone over (overhauled). But it wasn't.  Well BBB I'll give you a star because the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?","When I think BBB... I think the days of simply bringing your bike in for a quick and relatively inexpensive tune-up and a few fixes are long gone.    \n\nThis review is more for the repair end of BBB. In their defense BBB does appear to carry some amazing brands of bike (ie Colnago) that you just don't find anywhere else in Pittsburgh. \n\nAt [[BB]] I was [[chargеd]] $[[25O]] for a [[melody]] up and a few other things. Granted this included [[facility]] a sew up [[tyres]] (which I can [[understanԁ]] would cost approx $50), Swapping out a left side (big ring) shifter on my down tube (this should have cost approx. $20 at most) and installing new bar tape (cost of tape $20 and $20 to install?).. SO WHAT\""""S WITH $140 FOR A TUNE UP? [[Welⅼ]] the story goes like this:\n\nI bring the bike into BBB prior to the nice weather hitting Pittsburgh in hopes of trying what people have said is a [[grea𝚝]] bike shop and getting my OCLV TREK 5900 ready for the season. Turns out I don't hear from these guys. A [[weekly]] [[goeѕ]] by ...[[ii]] [[week]]...I think that's [[allright]] I have two or three other bike I can turn to for a ride. Then I wind up [[gonig]] out of town for a [[weekly]] thinking for sure I'll get a call from them re: my bike is ready to roll...but no dice. So I call. Turns out a screw snapped when the mechanic was re-installing the down tube shifter and it had to be tapped out (is that my fault?). He says \""""Should be ready in a few days\"""". So I come in a few [[dɑys]] later to this mammoth bill. I ask if I am paying for the labor of taping out the screw? I don't think I ever got a straight answer? I look at the bill and can't see a good breakdown of the charges. Normally I would \""""duke it over\"""" a bill like this but I figured...I had somewhere I to be 10 minutes ago and at least I finally have my bike. I would expect that for that money my bike could have been stripped down to the frame and totally gone over (overhauled). But it wasn't.  Well BBB I'll give you a star because the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?",0.027132093906402588,0.5216844081878662,0,1,0,456,"Successful"
"My [[orders]] have [[come]] out [[bad]] pretty [[much]] [[every]] time I have ordered from here. [[The]] [[chicken]] nuggets come out under par. I'm lucky if the fries come out right. My last experience is the last [[straw]]. I recently posted a photo of my [[Chicken]] [[Ranch]] Club. That has no chicken. [[This]] is ridiculous. I am done going to this Mcd's.","My [[edict]] have [[arriving]] out [[b]] [[ad]] pretty [[highly]] [[any]] time I have ordered from here. [[Nova]] [[chick]] [[en]] nuggets come out under par. I'm lucky if the fries come out right. My last experience is the last [[hay]]. I recently posted a photo of my [[Hen]] [[Ranching]] Club. That has no chicken. [[Cette]] is ridiculous. I am done going to this Mcd's.",0.0003610849380493164,0.612496554851532,0,1,0,189,"Successful"
"[[Wow]]. [[What]] a [[shame]]. [[My]] [[family]] just [[moved]] to the [[area]] and have been [[sampling]] the [[local]] [[cuisine]]. [[We]] are a very [[large]] [[family]] and [[love]] [[foods]] of all kind. [[We've]] [[eaten]] Chinese [[food]] from a [[hundred]] [[different]] [[places]] in a dozen [[different]] [[cities]]. Hands down, this was the [[worst]] we've [[ever]] had. [[Cold]], [[tough]], congealed, and [[tasteless]] - that's the only way to describe it. I'll [[never]] [[order]] from here again. [[Quite]] frankly, the fact that [[I]] [[took]] [[time]] away from my kids to type this out should tell you how awful it was. [[My]] [[complaints]] fell on [[deaf]] [[ears]]. I guess they were shocked that [[someone]] thought that they were [[serving]] [[low]] [[grade]] dog [[food]]. [[I]] understand that [[sometimes]] [[restaurants]] crank out bad [[food]]. [[It]] [[happens]]. But when it does, you bend over backwards to make it [[right]]. Not at this place. I was told that he would have to speak with the [[owner]] in order to [[help]] me. I guess that's how they deflect complaints - blame it on the owners that aren't there and make the customer for [[away]] angry.  Too bad. Because we will be visiting a [[competitor]] in the [[future]]. [[This]] family of 7 won't be [[visiting]] China Sea ever again. Oh, and by the way, why can't I [[give]] this [[place]] zero stars?","[[Whoo]]. [[Quelle]] a [[pity]]. [[Mein]] [[relatives]] just [[moveԁ]] to the [[zones]] and have been [[specimens]] the [[localized]] [[cooks]]. [[Ours]] are a very [[huge]] [[parents]] and [[amour]] [[foodѕ]] of all kind. [[W've]] [[ea𝚝en]] Chinese [[diet]] from a [[hundreds]] [[differing]] [[sites]] in a dozen [[various]] [[town]]. Hands down, this was the [[wors𝚝]] we've [[increasingly]] had. [[Cod]], [[to]] [[ugh]], congealed, and [[tastelesѕ]] - that's the only way to describe it. I'll [[jamais]] [[ordeⲅ]] from here again. [[Qui𝚝e]] frankly, the fact that [[j]] [[grabbed]] [[moment]] away from my kids to type this out should tell you how awful it was. [[Mia]] [[allegations]] fell on [[dea𝚏]] [[eras]]. I guess they were shocked that [[someoոe]] thought that they were [[serves]] [[loԝ]] [[grading]] dog [[diet]]. [[li]] understand that [[some]] [[times]] [[restaurantѕ]] crank out bad [[diet]]. [[I𝚝]] [[emerges]]. But when it does, you bend over backwards to make it [[law]]. Not at this place. I was told that he would have to speak with the [[own]] [[er]] in order to [[helps]] me. I guess that's how they deflect complaints - blame it on the owners that aren't there and make the customer for [[exterior]] angry.  Too bad. Because we will be visiting a [[challenger]] in the [[futurе]]. [[Tis]] family of 7 won't be [[visi𝚝ing]] China Sea ever again. Oh, and by the way, why can't I [[gіve]] this [[placing]] zero stars?",0.0007815361022949219,0.4914740324020386,0,0,0,989,"Failed"
"I fell in love with this place as [[soon]] as we pulled up and saw the [[lights]] strung up and  oldies coming from the speakers! \n\nI tried the banana cream pie hard ice cream, their scoops are very [[generous]]!! \n\nMy bf got the peach cobbler hard ice cream and that was to [[die]] for! We got 4 servings of ice cream for $10, which nowadays is a [[steal]] IMO! :) \n\nI'll [[definitely]] be heading back with my coworkers this week!","I fell in love with this place as [[son]] as we pulled up and saw the [[ligհts]] strung up and  oldies coming from the speakers! \n\nI tried the banana cream pie hard ice cream, their scoops are very [[gеnerous]]!! \n\nMy bf got the peach cobbler hard ice cream and that was to [[diе]] for! We got 4 servings of ice cream for $10, which nowadays is a [[stel]] IMO! :) \n\nI'll [[definitеly]] be heading back with my coworkers this week!",0.0005174875259399414,0.9713089466094971,1,0,1,133,"Successful"
"This is by far, the [[BEST]] soft serve ice cream place in southwestern PA. The \""""flavor of the week\"""" is always interesting-and tasty! Though, I am somewhat disappointed that they've switched to a lower grade ice milk, for their vanilla and chocolate offerings. I don't know if this is a matter of cutting corners, or if the better stuff simply isn't available any longer. Either way, this place is still leaps and bounds ahead of DQ, Tastee Freeze, etc. It's definitely [[worth]] the trip. It's mostly street parking, though they do have about 3-4 parking spaces off to the side. Serving sizes are huge! The small cone here, is the same size as a DQ large. And the large is SO big, they can't fit it through the window-they hand it out the side door.\n\nIf you want a real \""""Kodak moment\""""-order a large cone for the kids, and keep the camera, and wet wipes handy!","This is by far, the [[BST]] soft serve ice cream place in southwestern PA. The \""""flavor of the week\"""" is always interesting-and tasty! Though, I am somewhat disappointed that they've switched to a lower grade ice milk, for their vanilla and chocolate offerings. I don't know if this is a matter of cutting corners, or if the better stuff simply isn't available any longer. Either way, this place is still leaps and bounds ahead of DQ, Tastee Freeze, etc. It's definitely [[penalty]] the trip. It's mostly street parking, though they do have about 3-4 parking spaces off to the side. Serving sizes are huge! The small cone here, is the same size as a DQ large. And the large is SO big, they can't fit it through the window-they hand it out the side door.\n\nIf you want a real \""""Kodak moment\""""-order a large cone for the kids, and keep the camera, and wet wipes handy!",0.0005099773406982422,0.5766651630401611,1,0,1,118,"Successful"
